experiment_seed,rho_train,split,seed,n_samples,rho_requested,empirical_spurious_correlation,positive_rate,x1_mean,x1_std,x2_mean,x2_std,x3_mean,x3_std
1,0.7,train,1189033389,5000,0.7,0.7043204586340098,0.511,-0.002851267687717122,1.0141483961572342,-0.04242082037689048,1.000058346875211,-0.013601557660132593,1.0033043448230667
1,0.7,validation,1596810411,2000,0.7,0.6995269271965354,0.5075,-0.019477736279227678,0.987667597729276,-0.00882196586444054,0.989523020802959,0.04127459495093529,0.9908252273857375
1,0.7,test_rho_0.7,441796432,3000,0.7,0.6937649196268904,0.502,0.004223337231749775,1.0064960025701704,0.013861029172867367,0.9981861246058151,-0.019088462271535617,0.9914781297454266
1,0.7,test_rho_0.3,545812336,3000,0.3,0.26535908230521643,0.496,-0.007281089122935744,1.0103584277053144,-0.007761633179399693,0.9890033015289375,-0.01776128833573164,1.0148048486258838
1,0.7,test_rho_0.0,993981070,3000,0.0,-0.02871538017623103,0.505,-0.006095093696298279,0.9887129805890649,-0.010929552955236465,0.984818765608072,0.006859401652019457,0.9974423979043366
1,0.7,test_rho_-0.3,1291623165,3000,-0.3,-0.2919525307876967,0.495,-0.040694704456091996,1.000035717817557,0.018118646998154995,1.0093328417691056,0.025035126560027474,0.9668304367694347
1,0.7,test_rho_-0.6,3860371301,3000,-0.6,-0.5918584444831673,0.504,0.015169076888416302,1.0060869540510595,-0.026605350370100114,1.0150978975688956,0.012884696086061086,1.0004080967318891
1,0.7,test_rho_-0.9,254781752,3000,-0.9,-0.901138604784521,0.49133333333333334,0.0505491863591799,1.0003251747995954,0.008718660470643689,1.0037426865019308,-0.015859606137324202,0.9976596354667594
2,0.7,train,307626447,5000,0.7,0.7016846856817052,0.493,0.0038490000416785655,1.0049753606169947,0.013159173666764971,0.9776584228192735,0.017275280783525145,1.0092690144243277
2,0.7,validation,1340026844,2000,0.7,0.7143986180558884,0.5165,0.0023398510068584643,1.002190357267069,-0.0032970680699732514,1.0135979449614687,0.02773305158121866,0.9970111460156357
2,0.7,test_rho_0.7,2266638553,3000,0.7,0.708493829073991,0.5,0.005005950473503506,0.9970503829870864,-0.0010937017923253857,1.0060358276151584,0.007554931949889799,1.005142226661233
2,0.7,test_rho_0.3,1817939786,3000,0.3,0.306123287484022,0.509,0.021358529465028264,0.9864837033742752,-0.005937828946038349,1.0021027365704958,-0.008023082758000509,1.008057385364482
2,0.7,test_rho_0.0,1430895717,3000,0.0,0.0048149973824887626,0.488,-0.013406371195433761,0.9901158176767636,0.010615038527289733,1.0045826591961506,-0.017735661056683765,0.9826140384971432
2,0.7,test_rho_-0.3,3692935197,3000,-0.3,-0.30814425008318935,0.502,0.00015651807400648052,0.9861425902534687,-0.012988884682715482,0.9898208896342358,-0.047959150306873276,1.0044967389045765
2,0.7,test_rho_-0.6,127642757,3000,-0.6,-0.5873068495657203,0.5,0.013365593455181023,0.9983187785294482,-0.0036778729327993816,1.0125245165033332,-0.0013777698080925341,1.0097230057192805
2,0.7,test_rho_-0.9,1464086226,3000,-0.9,-0.899901981166029,0.5046666666666667,-0.0016088541206552443,1.0254113543746948,0.0017798284523801305,1.0205766314965543,-0.02831549221075236,1.0174911788008736
3,0.7,train,457190280,5000,0.7,0.6972055623983366,0.5002,-0.0010784062208208654,1.0006980268429495,0.006750575271618325,0.9975792641782758,0.01632329941638788,1.0011394371605082
3,0.7,validation,960329833,2000,0.7,0.6939102648201614,0.501,0.009480119589488413,1.0107765435767935,-0.002500760785713082,1.0084035607413433,0.011116142668379876,1.0023764929985566
3,0.7,test_rho_0.7,685815679,3000,0.7,0.6827614005228958,0.4846666666666667,-0.01997339966708074,0.9940849591643195,0.04616635297783593,0.996455125375016,0.006409704305053739,1.0063860964706473
3,0.7,test_rho_0.3,2908744814,3000,0.3,0.30174779310154104,0.49033333333333334,-0.014934634013312707,0.9831930180877969,0.008495385228169706,0.9833311914593386,-0.01127255691858675,0.9825101996497831
3,0.7,test_rho_0.0,382638744,3000,0.0,0.006688626762417819,0.485,-0.028951776882693802,1.0021033107094868,-0.007575078930315672,0.9897812358056098,0.0017376125866020355,1.0000226489022628
3,0.7,test_rho_-0.3,133089925,3000,-0.3,-0.28134150726401486,0.5053333333333333,0.007870941657646275,1.0176078357391232,-0.02877021450037076,0.9991587894325694,0.02612403539658814,1.0122793464929496
3,0.7,test_rho_-0.6,398865764,3000,-0.6,-0.5978538039746608,0.5016666666666667,-0.008460869138515662,1.014519638920122,-0.020982593392223105,1.0004714445699079,0.023873100722895776,1.0149806620415793
3,0.7,test_rho_-0.9,1138865504,3000,-0.9,-0.8983691388626805,0.5043333333333333,-0.013847494873565012,0.9998877325487802,0.0005754507470474917,1.0203208170116487,0.009020066395410007,1.0178937696941195
4,0.7,train,2570931004,5000,0.7,0.7092911660235262,0.4912,-0.008973586261656901,0.9987483879825647,0.00376283628802315,0.9996152209260507,0.013212364266281583,0.9884467264787081
4,0.7,validation,2882990446,2000,0.7,0.6996871284239652,0.4835,-0.021295821958295512,1.0023069032520764,0.005478387405013596,0.9964745361111815,-0.007863528018070623,1.0072915836127252
4,0.7,test_rho_0.7,2801675923,3000,0.7,0.7007598131238958,0.505,0.011599039825512115,0.9961893546790881,-0.022937462829880195,1.0007474827666485,0.008506845542408038,0.9850216793167771
4,0.7,test_rho_0.3,3016127029,3000,0.3,0.3115763784054641,0.48833333333333334,-0.0028934060005389515,1.0073671160473894,-0.0004745173842291675,0.9948112564407933,-0.02949902925304739,1.0122379367468106
4,0.7,test_rho_0.0,2701502683,3000,0.0,0.027831816008773706,0.49766666666666665,0.008983227340177476,0.9995755610338709,0.01572401085338878,1.0036631990140865,0.015427758083004948,0.9885234181021623
4,0.7,test_rho_-0.3,775657222,3000,-0.3,-0.3040439125314464,0.5033333333333333,0.003938612049642035,1.0217698436792517,0.03695436475200048,0.9994386186491578,0.027386038606082755,0.9907428979622134
4,0.7,test_rho_-0.6,3373329293,3000,-0.6,-0.5956616701095556,0.507,-0.020760547937822015,0.9975712908430706,-0.0131078561635679,0.9768049626961839,0.0007815729534298359,1.0201975913749943
4,0.7,test_rho_-0.9,2573780483,3000,-0.9,-0.8976697759250514,0.5053333333333333,0.014200936451655887,1.0228808604373556,-0.015823730997542612,0.9948554124192359,-0.02600525915385036,0.9779299506275687
0,0.9,train,3964924996,5000,0.9,0.8971809182893968,0.5054,0.005799751417413907,0.9911408680046992,-0.015354593516613465,1.0073916606303688,0.005662714531656748,0.9787161822309187
0,0.9,validation,3141116543,2000,0.9,0.9012898525313866,0.507,0.040117191517034315,0.9996111363440084,0.006449884305291567,0.9896532491284662,-0.006617931898751351,1.01042010661247
0,0.9,test_rho_0.9,3857531985,3000,0.9,0.900558278791716,0.493,0.02603684693981329,1.0028679826874425,0.010757910823803665,1.0133800045643417,-0.0035534115208050755,0.9922304100444246
0,0.9,test_rho_0.3,3305785286,3000,0.3,0.3015022582015966,0.4826666666666667,-0.04132820095278456,1.0057189066476315,0.014920443514331964,1.0200476199420991,0.03789697331128478,1.0045008430573876
0,0.9,test_rho_0.0,272684625,3000,0.0,0.005964930293856666,0.49566666666666664,0.0074718987283899545,0.9991327070480258,-0.010370809142546,1.0188562788626332,0.008211433239499506,1.0078023246541177
0,0.9,test_rho_-0.3,3463361197,3000,-0.3,-0.29755030718693715,0.49466666666666664,-0.0017220561964625839,1.007327636537361,-0.0019329918065810405,0.9970591419529263,-0.04515447984576309,1.01181991732064
0,0.9,test_rho_-0.6,3605626544,3000,-0.6,-0.59570781249314,0.483,-0.030468955390443548,1.0225496174305724,0.023146581513806257,1.019787395161478,0.009558462785860417,0.9801546517693142
0,0.9,test_rho_-0.9,1714800850,3000,-0.9,-0.8979562333520752,0.517,0.015648083106561766,1.0075199128805066,0.00836640061137956,0.9910620509484603,-0.006197598089615359,0.9892518040594122
1,0.9,train,1189033389,5000,0.9,0.9023154627027075,0.511,-0.002851267687717122,1.0141483961572342,-0.04242082037689048,1.000058346875211,-0.013601557660132593,1.0033043448230667
1,0.9,validation,1596810411,2000,0.9,0.8985574134930301,0.5075,-0.019477736279227678,0.987667597729276,-0.00882196586444054,0.989523020802959,0.04127459495093529,0.9908252273857375
1,0.9,test_rho_0.9,3334660770,3000,0.9,0.8976851389521617,0.517,-0.006069146444883735,0.9985325345133469,-0.013867390312138506,0.9868134503538429,0.04876925529288986,0.9809199026962367
1,0.9,test_rho_0.3,545812336,3000,0.3,0.26535908230521643,0.496,-0.007281089122935744,1.0103584277053144,-0.007761633179399693,0.9890033015289375,-0.01776128833573164,1.0148048486258838
1,0.9,test_rho_0.0,993981070,3000,0.0,-0.02871538017623103,0.505,-0.006095093696298279,0.9887129805890649,-0.010929552955236465,0.984818765608072,0.006859401652019457,0.9974423979043366
1,0.9,test_rho_-0.3,1291623165,3000,-0.3,-0.2919525307876967,0.495,-0.040694704456091996,1.000035717817557,0.018118646998154995,1.0093328417691056,0.025035126560027474,0.9668304367694347
1,0.9,test_rho_-0.6,3860371301,3000,-0.6,-0.5918584444831673,0.504,0.015169076888416302,1.0060869540510595,-0.026605350370100114,1.0150978975688956,0.012884696086061086,1.0004080967318891
1,0.9,test_rho_-0.9,254781752,3000,-0.9,-0.901138604784521,0.49133333333333334,0.0505491863591799,1.0003251747995954,0.008718660470643689,1.0037426865019308,-0.015859606137324202,0.9976596354667594
2,0.9,train,307626447,5000,0.9,0.9010048673235844,0.493,0.0038490000416785655,1.0049753606169947,0.013159173666764971,0.9776584228192735,0.017275280783525145,1.0092690144243277
2,0.9,validation,1340026844,2000,0.9,0.9036946728847068,0.5165,0.0023398510068584643,1.002190357267069,-0.0032970680699732514,1.0135979449614687,0.02773305158121866,0.9970111460156357
2,0.9,test_rho_0.9,3049068677,3000,0.9,0.9050426803756185,0.5006666666666667,-0.011135994684356243,0.9929920542174381,0.004022116128245353,1.0029186074501977,-0.008403532915483375,0.9964527026505303
2,0.9,test_rho_0.3,1817939786,3000,0.3,0.306123287484022,0.509,0.021358529465028264,0.9864837033742752,-0.005937828946038349,1.0021027365704958,-0.008023082758000509,1.008057385364482
2,0.9,test_rho_0.0,1430895717,3000,0.0,0.0048149973824887626,0.488,-0.013406371195433761,0.9901158176767636,0.010615038527289733,1.0045826591961506,-0.017735661056683765,0.9826140384971432
2,0.9,test_rho_-0.3,3692935197,3000,-0.3,-0.30814425008318935,0.502,0.00015651807400648052,0.9861425902534687,-0.012988884682715482,0.9898208896342358,-0.047959150306873276,1.0044967389045765
2,0.9,test_rho_-0.6,127642757,3000,-0.6,-0.5873068495657203,0.5,0.013365593455181023,0.9983187785294482,-0.0036778729327993816,1.0125245165033332,-0.0013777698080925341,1.0097230057192805
2,0.9,test_rho_-0.9,1464086226,3000,-0.9,-0.899901981166029,0.5046666666666667,-0.0016088541206552443,1.0254113543746948,0.0017798284523801305,1.0205766314965543,-0.02831549221075236,1.0174911788008736
3,0.9,train,457190280,5000,0.9,0.8994466992007133,0.5002,-0.0010784062208208654,1.0006980268429495,0.006750575271618325,0.9975792641782758,0.01632329941638788,1.0011394371605082
3,0.9,validation,960329833,2000,0.9,0.897594285666218,0.501,0.009480119589488413,1.0107765435767935,-0.002500760785713082,1.0084035607413433,0.011116142668379876,1.0023764929985566
3,0.9,test_rho_0.9,369350979,3000,0.9,0.9025140091511751,0.5083333333333333,0.010935743200614953,0.9887461433154267,-0.008617743655885373,1.0182178821200374,0.007598778637927968,1.0101465013238153
3,0.9,test_rho_0.3,2908744814,3000,0.3,0.30174779310154104,0.49033333333333334,-0.014934634013312707,0.9831930180877969,0.008495385228169706,0.9833311914593386,-0.01127255691858675,0.9825101996497831
3,0.9,test_rho_0.0,382638744,3000,0.0,0.006688626762417819,0.485,-0.028951776882693802,1.0021033107094868,-0.007575078930315672,0.9897812358056098,0.0017376125866020355,1.0000226489022628
3,0.9,test_rho_-0.3,133089925,3000,-0.3,-0.28134150726401486,0.5053333333333333,0.007870941657646275,1.0176078357391232,-0.02877021450037076,0.9991587894325694,0.02612403539658814,1.0122793464929496
3,0.9,test_rho_-0.6,398865764,3000,-0.6,-0.5978538039746608,0.5016666666666667,-0.008460869138515662,1.014519638920122,-0.020982593392223105,1.0004714445699079,0.023873100722895776,1.0149806620415793
3,0.9,test_rho_-0.9,1138865504,3000,-0.9,-0.8983691388626805,0.5043333333333333,-0.013847494873565012,0.9998877325487802,0.0005754507470474917,1.0203208170116487,0.009020066395410007,1.0178937696941195
4,0.9,train,2570931004,5000,0.9,0.901966779999281,0.4912,-0.008973586261656901,0.9987483879825647,0.00376283628802315,0.9996152209260507,0.013212364266281583,0.9884467264787081
4,0.9,validation,2882990446,2000,0.9,0.9009583020378701,0.4835,-0.021295821958295512,1.0023069032520764,0.005478387405013596,0.9964745361111815,-0.007863528018070623,1.0072915836127252
4,0.9,test_rho_0.9,708974928,3000,0.9,0.8985586540511011,0.48533333333333334,0.002765533067513669,1.0063658942561684,0.0244656671407238,1.0082198945482876,-0.00016834562606392466,0.9845313433349479
4,0.9,test_rho_0.3,3016127029,3000,0.3,0.3115763784054641,0.48833333333333334,-0.0028934060005389515,1.0073671160473894,-0.0004745173842291675,0.9948112564407933,-0.02949902925304739,1.0122379367468106
4,0.9,test_rho_0.0,2701502683,3000,0.0,0.027831816008773706,0.49766666666666665,0.008983227340177476,0.9995755610338709,0.01572401085338878,1.0036631990140865,0.015427758083004948,0.9885234181021623
4,0.9,test_rho_-0.3,775657222,3000,-0.3,-0.3040439125314464,0.5033333333333333,0.003938612049642035,1.0217698436792517,0.03695436475200048,0.9994386186491578,0.027386038606082755,0.9907428979622134
4,0.9,test_rho_-0.6,3373329293,3000,-0.6,-0.5956616701095556,0.507,-0.020760547937822015,0.9975712908430706,-0.0131078561635679,0.9768049626961839,0.0007815729534298359,1.0201975913749943
4,0.9,test_rho_-0.9,2573780483,3000,-0.9,-0.8976697759250514,0.5053333333333333,0.014200936451655887,1.0228808604373556,-0.015823730997542612,0.9948554124192359,-0.02600525915385036,0.9779299506275687
